@RELATION spf3

@ATTRIBUTE V1 NUMERIC
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE V9 NUMERIC
@ATTRIBUTE V10 NUMERIC
@ATTRIBUTE V11 NUMERIC
@ATTRIBUTE V12 NUMERIC
@ATTRIBUTE V13 NUMERIC
@ATTRIBUTE V14 NUMERIC
@ATTRIBUTE V15 NUMERIC
@ATTRIBUTE V16 NUMERIC
@ATTRIBUTE V17 NUMERIC
@ATTRIBUTE V18 NUMERIC
@ATTRIBUTE V19 NUMERIC
@ATTRIBUTE V20 NUMERIC
@ATTRIBUTE V21 NUMERIC
@ATTRIBUTE V22 NUMERIC
@ATTRIBUTE V23 NUMERIC
@ATTRIBUTE V24 NUMERIC
@ATTRIBUTE V25 NUMERIC
@ATTRIBUTE V26 NUMERIC
@ATTRIBUTE V27 NUMERIC
@ATTRIBUTE target {Bumps, Dirtiness, K_Scratch, Other_Faults, Pastry, Stains, Z_Scratch}

@DATA
434.0,446.0,2688956.0,2688969.0,119.0,16.0,13.0,13108.0,81.0,132.0,1658.0,1.0,0.0,100.0,0.5235,0.2372,0.9231,0.0072,0.75,1.0,1.0,2.0756,1.0792,1.1139,0.0769,-0.1394,0.2739,6.0
103.0,122.0,1136912.0,1136924.0,142.0,25.0,15.0,17707.0,119.0,133.0,1362.0,0.0,1.0,40.0,0.1513,0.3772,0.6316,0.0139,0.76,0.8,0.0,2.1523,1.2787,1.0792,-0.3684,-0.0258,0.3787,3.0
1166.0,1185.0,2258648.0,2258662.0,123.0,33.0,17.0,15858.0,116.0,143.0,1708.0,1.0,0.0,100.0,0.6124,0.5376,0.7368,0.0111,0.5758,0.8235,0.0,2.0899,1.2787,1.1461,-0.2632,0.0072,0.4399,3.0
41.0,214.0,2254664.0,2254729.0,6176.0,307.0,140.0,639433.0,36.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4508,0.3757,0.1276,0.5635,0.4643,0.0,3.7907,2.238,1.8129,-0.6243,-0.1911,1.0,2.0
1087.0,1119.0,80993.0,80996.0,64.0,32.0,7.0,9247.0,92.0,190.0,1692.0,1.0,0.0,70.0,0.6773,0.3333,0.0938,0.0189,1.0,0.4286,0.0,1.8062,1.5051,0.4771,-0.9063,0.1288,0.2018,0.0
853.0,872.0,135196.0,135298.0,892.0,59.0,104.0,181730.0,68.0,236.0,1387.0,0.0,1.0,40.0,0.7426,0.5397,0.1863,0.0137,0.322,0.9808,1.0,2.9504,1.2787,2.0086,0.8137,0.5917,1.0,2.0
1673.0,1687.0,1891620.0,1891638.0,86.0,23.0,18.0,6442.0,28.0,101.0,1692.0,1.0,0.0,70.0,0.0059,0.6587,0.7778,0.0083,0.6087,1.0,1.0,1.9345,1.1461,1.2553,0.2222,-0.4148,0.417,3.0
131.0,138.0,106169.0,106180.0,34.0,9.0,12.0,5942.0,167.0,182.0,1353.0,0.0,1.0,200.0,0.1936,0.5584,0.6364,0.0052,0.7778,0.9167,1.0,1.5315,0.8451,1.0414,0.3636,0.3654,0.1822,3.0
595.0,607.0,140744.0,140756.0,100.0,15.0,12.0,11247.0,85.0,132.0,1692.0,1.0,0.0,60.0,0.7033,0.3056,1.0,0.0071,0.8,1.0,0.5,2.0,1.0792,1.0792,0.0,-0.1213,0.2583,4.0
971.0,980.0,659476.0,659488.0,78.0,13.0,12.0,8448.0,89.0,129.0,1652.0,1.0,0.0,80.0,0.8136,0.2778,0.75,0.0055,0.6923,1.0,1.0,1.8921,0.9542,1.0792,0.25,-0.1539,0.215,3.0
827.0,843.0,48480.0,48539.0,443.0,56.0,60.0,79713.0,77.0,221.0,1387.0,0.0,1.0,40.0,0.7844,0.5307,0.2712,0.0115,0.2857,0.9833,1.0,2.6464,1.2041,1.7708,0.7288,0.4058,0.9863,3.0
41.0,197.0,1959683.0,1959850.0,11411.0,801.0,433.0,1303229.0,40.0,141.0,1400.0,0.0,1.0,40.0,0.0586,0.562,0.9341,0.1114,0.1948,0.3857,1.0,4.0573,2.1931,2.2227,0.0659,-0.1077,1.0,2.0
385.0,399.0,4138007.0,4138019.0,125.0,17.0,13.0,14167.0,83.0,141.0,1356.0,1.0,0.0,200.0,0.5678,0.256,0.8571,0.0103,0.8235,0.9231,0.0,2.0969,1.1461,1.0792,-0.1429,-0.1146,0.2901,0.0
1254.0,1259.0,1333074.0,1333079.0,12.0,5.0,5.0,1528.0,115.0,141.0,1358.0,0.0,1.0,50.0,0.1458,0.52,1.0,0.0037,1.0,1.0,0.5,1.0792,0.699,0.699,0.0,-0.0052,0.1361,0.0
452.0,922.0,4652868.0,4652894.0,6670.0,501.0,171.0,724380.0,85.0,134.0,1356.0,1.0,0.0,100.0,0.6401,0.4542,0.0553,0.3466,0.9381,0.1521,0.0,3.8241,2.6721,1.415,-0.9447,-0.1515,1.0,3.0
623.0,631.0,309514.0,309526.0,60.0,9.0,12.0,4585.0,62.0,92.0,1694.0,1.0,0.0,211.0,0.7355,0.375,0.6667,0.0047,0.8889,1.0,1.0,1.7781,0.9031,1.0792,0.3333,-0.403,0.2018,3.0
1251.0,1258.0,660048.0,660060.0,57.0,12.0,12.0,6994.0,114.0,140.0,1352.0,0.0,1.0,40.0,0.1391,0.3214,0.5833,0.0052,0.5833,1.0,1.0,1.7559,0.8451,1.0792,0.4167,-0.0414,0.1892,3.0
1110.0,1118.0,2817680.0,2817695.0,77.0,11.0,15.0,8602.0,98.0,125.0,1692.0,1.0,0.0,70.0,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288,0.0
1155.0,1172.0,430639.0,430674.0,260.0,34.0,42.0,27974.0,96.0,119.0,1353.0,0.0,1.0,70.0,0.2675,0.563,0.4857,0.0126,0.5,0.8333,1.0,2.415,1.2305,1.5441,0.5143,-0.1594,0.8756,3.0
35.0,75.0,2412964.0,2412966.0,65.0,40.0,3.0,8355.0,85.0,165.0,1688.0,1.0,0.0,70.0,0.0415,0.1875,0.05,0.0237,1.0,0.6667,0.0,1.8129,1.6021,0.301,-0.95,0.0042,0.1852,3.0
1573.0,1591.0,3116210.0,3116226.0,99.0,35.0,20.0,10357.0,97.0,116.0,1692.0,0.0,1.0,70.0,0.1194,0.6563,0.8889,0.0106,0.5143,0.8,0.0,1.9956,1.2553,1.2041,-0.1111,-0.1827,0.4763,0.0
39.0,191.0,1661425.0,1661593.0,12509.0,622.0,374.0,1456542.0,27.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5101,0.9048,0.1086,0.2444,0.4492,1.0,4.0972,2.1818,2.2253,0.0952,-0.0903,1.0,2.0
281.0,339.0,2295428.0,2295433.0,122.0,58.0,13.0,14877.0,116.0,134.0,1356.0,0.0,1.0,40.0,0.4144,0.5793,0.0862,0.0428,1.0,0.3846,0.0,2.0864,1.7634,0.699,-0.9138,-0.0473,0.4796,3.0
828.0,837.0,2451285.0,2451296.0,67.0,13.0,11.0,8107.0,112.0,134.0,1350.0,0.0,1.0,40.0,0.76,0.3232,0.8182,0.0067,0.6923,1.0,1.0,1.8261,0.9542,1.0414,0.1818,-0.0547,0.2051,3.0
615.0,623.0,2197352.0,2197376.0,111.0,21.0,24.0,12919.0,106.0,127.0,1366.0,0.0,1.0,100.0,0.9004,0.4219,0.3333,0.0059,0.381,1.0,1.0,2.0453,0.9031,1.3802,0.6667,-0.0907,0.3241,1.0
1297.0,1308.0,1439661.0,1439674.0,104.0,16.0,13.0,12367.0,110.0,132.0,1626.0,1.0,0.0,70.0,0.3911,0.2727,0.8461,0.0068,0.6875,1.0,1.0,2.017,1.0414,1.1139,0.1539,-0.071,0.257,0.0
534.0,545.0,756916.0,756929.0,78.0,20.0,13.0,10621.0,129.0,148.0,1364.0,1.0,0.0,70.0,0.783,0.4545,0.8461,0.0081,0.55,1.0,1.0,1.8921,1.0414,1.1139,0.1539,0.0638,0.257,3.0
39.0,178.0,2627229.0,2627391.0,7998.0,558.0,343.0,889727.0,49.0,140.0,1400.0,0.0,1.0,40.0,0.0557,0.6448,0.858,0.0993,0.2491,0.4723,1.0,3.903,2.143,2.2095,0.142,-0.1309,1.0,2.0
39.0,214.0,1050670.0,1050830.0,13033.0,731.0,420.0,1508093.0,29.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.5345,0.9143,0.1252,0.2394,0.381,0.0,4.115,2.243,2.2041,-0.0857,-0.096,1.0,2.0
561.0,571.0,2993150.0,2993160.0,75.0,13.0,10.0,8457.0,93.0,135.0,1692.0,1.0,0.0,60.0,0.6631,0.25,1.0,0.0059,0.7692,1.0,0.5,1.8751,1.0,1.0,0.0,-0.1191,0.2061,0.0
1123.0,1137.0,11066410.0,11066424.0,143.0,20.0,14.0,16288.0,96.0,127.0,1362.0,0.0,1.0,40.0,0.3304,0.2704,1.0,0.0103,0.7,1.0,0.5,2.1553,1.1461,1.1461,0.0,-0.1101,0.33,3.0
41.0,218.0,2840169.0,2840236.0,6503.0,264.0,135.0,677593.0,40.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.4516,0.3785,0.1303,0.6704,0.4963,0.0,3.8131,2.248,1.8261,-0.6215,-0.186,1.0,2.0
114.0,127.0,1127920.0,1127927.0,60.0,14.0,8.0,6685.0,102.0,124.0,1354.0,1.0,0.0,70.0,0.1684,0.3407,0.5385,0.0096,0.9286,0.875,0.0,1.7781,1.1139,0.8451,-0.4615,-0.1296,0.1965,6.0
723.0,734.0,3857540.0,3857548.0,78.0,13.0,8.0,8757.0,87.0,132.0,1688.0,1.0,0.0,70.0,0.8566,0.1136,0.7273,0.0065,0.8461,1.0,0.0,1.8921,1.0414,0.9031,-0.2727,-0.1229,0.1934,0.0
797.0,831.0,735496.0,735528.0,337.0,57.0,43.0,43551.0,119.0,143.0,1362.0,0.0,1.0,50.0,0.7797,0.6903,0.9412,0.025,0.5965,0.7442,0.0,2.5276,1.5315,1.5051,-0.0588,0.0096,0.9947,3.0
39.0,226.0,702679.0,702873.0,18071.0,814.0,534.0,2160349.0,27.0,148.0,1400.0,0.0,1.0,40.0,0.0557,0.5019,0.9639,0.1336,0.2297,0.3633,1.0,4.257,2.2718,2.2878,0.0361,-0.066,1.0,2.0
1120.0,1145.0,2530763.0,2530797.0,574.0,35.0,35.0,64288.0,89.0,126.0,1358.0,0.0,1.0,40.0,0.3137,0.3247,0.7353,0.0184,0.7143,0.9714,1.0,2.7589,1.3979,1.5315,0.2647,-0.125,0.9747,4.0
9.0,20.0,1214727.0,1214748.0,140.0,13.0,23.0,14835.0,82.0,124.0,1373.0,0.0,1.0,40.0,0.0131,0.3939,0.5238,0.008,0.8461,0.913,1.0,2.1461,1.0414,1.3222,0.4762,-0.1722,0.3834,3.0
1538.0,1549.0,789340.0,789352.0,100.0,13.0,12.0,9458.0,77.0,110.0,1652.0,1.0,0.0,80.0,0.1247,0.2424,0.9167,0.0067,0.8461,1.0,1.0,2.0,1.0414,1.0792,0.0833,-0.2611,0.2432,0.0
828.0,836.0,128854.0,128981.0,788.0,78.0,127.0,83011.0,86.0,125.0,1687.0,0.0,1.0,50.0,0.9816,0.2244,0.063,0.0047,0.1026,1.0,1.0,2.8965,0.9031,2.1038,0.937,-0.177,0.9915,3.0
213.0,227.0,9496251.0,9496258.0,56.0,16.0,8.0,7105.0,118.0,140.0,1360.0,1.0,0.0,100.0,0.3132,0.4286,0.5,0.0103,0.875,0.875,0.0,1.7482,1.1461,0.8451,-0.5,-0.0088,0.204,3.0
619.0,630.0,2113679.0,2113824.0,926.0,113.0,146.0,98616.0,92.0,126.0,1364.0,0.0,1.0,100.0,0.9076,0.4194,0.0759,0.0081,0.0974,0.9931,1.0,2.9666,1.0414,2.1614,0.9241,-0.168,0.9998,1.0
1379.0,1396.0,2128940.0,2128956.0,126.0,33.0,22.0,16498.0,116.0,148.0,1666.0,1.0,0.0,100.0,0.3241,0.5368,0.9412,0.0102,0.5152,0.7273,0.0,2.1004,1.2305,1.2041,-0.0588,0.0229,0.4498,0.0
375.0,388.0,428222.0,428235.0,59.0,20.0,15.0,5791.0,87.0,126.0,1360.0,1.0,0.0,300.0,0.5515,0.6509,1.0,0.0096,0.65,0.8667,0.5,1.7708,1.1139,1.1139,0.0,-0.2332,0.2914,3.0
489.0,504.0,55547.0,55568.0,247.0,17.0,21.0,23671.0,43.0,129.0,1373.0,0.0,1.0,40.0,0.7123,0.2159,0.7143,0.0109,0.8824,1.0,1.0,2.3927,1.1761,1.3222,0.2857,-0.2513,0.5212,3.0
705.0,727.0,5071808.0,5071831.0,282.0,38.0,27.0,30746.0,77.0,126.0,1356.0,1.0,0.0,200.0,0.9277,0.4427,0.9565,0.0162,0.5789,0.8518,1.0,2.4502,1.3424,1.3617,0.0435,-0.1482,0.7955,0.0
794.0,806.0,2294295.0,2294312.0,172.0,14.0,18.0,19457.0,91.0,134.0,1360.0,0.0,1.0,40.0,0.8147,0.1569,0.7059,0.0088,0.8571,0.9444,1.0,2.2355,1.0792,1.2305,0.2941,-0.1162,0.3419,3.0
1063.0,1071.0,1593977.0,1593992.0,90.0,12.0,15.0,10036.0,93.0,135.0,1692.0,1.0,0.0,60.0,0.734,0.25,0.5333,0.0047,0.6667,1.0,1.0,1.9542,0.9031,1.1761,0.4667,-0.1288,0.2288,0.0
386.0,394.0,1304617.0,1304626.0,51.0,10.0,9.0,5795.0,100.0,133.0,1624.0,1.0,0.0,70.0,0.4754,0.2917,0.8889,0.0049,0.8,1.0,1.0,1.7076,0.9031,0.9542,0.1111,-0.1123,0.1773,0.0
553.0,567.0,745890.0,745905.0,165.0,16.0,15.0,16601.0,70.0,124.0,1632.0,1.0,0.0,100.0,0.6777,0.2143,0.9333,0.0086,0.875,1.0,1.0,2.2175,1.1461,1.1761,0.0667,-0.214,0.3509,0.0
0.0,224.0,40322.0,40447.0,13349.0,740.0,356.0,1328712.0,29.0,124.0,1358.0,0.0,1.0,50.0,0.0,0.5232,0.558,0.1649,0.3027,0.3511,0.0,4.1255,2.3503,2.0969,-0.442,-0.2224,1.0,2.0
814.0,823.0,119924.0,119932.0,52.0,10.0,8.0,4695.0,74.0,103.0,1662.0,1.0,0.0,100.0,0.9795,0.2778,0.8889,0.0054,0.9,1.0,0.0,1.716,0.9542,0.9031,-0.1111,-0.2946,0.1773,0.0
396.0,418.0,4116853.0,4116868.0,231.0,26.0,16.0,25096.0,56.0,141.0,1356.0,1.0,0.0,200.0,0.5841,0.3,0.6818,0.0162,0.8461,0.9375,0.0,2.3636,1.3424,1.1761,-0.3182,-0.1512,0.5461,3.0
41.0,181.0,2542022.0,2542072.0,4635.0,226.0,128.0,491662.0,38.0,127.0,1400.0,0.0,1.0,40.0,0.0586,0.3379,0.3571,0.1,0.6195,0.3906,0.0,3.666,2.1461,1.699,-0.6429,-0.1713,1.0,2.0
715.0,732.0,5260241.0,5260250.0,116.0,18.0,10.0,12530.0,88.0,134.0,1650.0,1.0,0.0,69.0,0.8667,0.2418,0.5294,0.0103,0.9444,0.9,0.0,2.0645,1.2305,0.9542,-0.4706,-0.1561,0.2699,0.0
1358.0,1376.0,5492080.0,5492091.0,110.0,34.0,16.0,14087.0,113.0,140.0,1650.0,1.0,0.0,69.0,0.3321,0.4444,0.6111,0.0109,0.5294,0.6875,0.0,2.0414,1.2553,1.0414,-0.3889,0.0005,0.3329,0.0
53.0,91.0,1578055.0,1578129.0,1470.0,84.0,82.0,132939.0,70.0,118.0,1356.0,1.0,0.0,70.0,0.0782,0.4772,0.5135,0.028,0.4524,0.9024,1.0,3.1673,1.5798,1.8692,0.4865,-0.2935,1.0,3.0
1393.0,1402.0,92878.0,92896.0,126.0,15.0,18.0,12598.0,84.0,124.0,1688.0,1.0,0.0,60.0,0.3389,0.2222,0.5,0.0053,0.6,1.0,1.0,2.1004,0.9542,1.2553,0.5,-0.2189,0.2819,0.0
306.0,363.0,2184746.0,2184752.0,194.0,58.0,10.0,22315.0,105.0,134.0,1356.0,0.0,1.0,40.0,0.4513,0.4327,0.1053,0.042,0.9828,0.6,0.0,2.2878,1.7559,0.7782,-0.8947,-0.1014,0.5659,1.0
844.0,868.0,71768.0,71798.0,360.0,52.0,48.0,45627.0,113.0,141.0,1687.0,0.0,1.0,200.0,0.971,0.5,0.8,0.0142,0.4615,0.625,1.0,2.5563,1.3802,1.4771,0.2,-0.0098,0.9419,3.0
39.0,212.0,1814642.0,1814708.0,6525.0,278.0,134.0,674367.0,38.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4285,0.3815,0.1274,0.6223,0.4925,0.0,3.8146,2.238,1.8195,-0.6185,-0.1926,1.0,2.0
581.0,594.0,55732.0,55743.0,108.0,14.0,11.0,11169.0,77.0,127.0,1322.0,0.0,1.0,40.0,0.879,0.2448,0.8461,0.0098,0.9286,1.0,0.0,2.0334,1.1139,1.0414,-0.1539,-0.1921,0.257,3.0
1206.0,1216.0,1802452.0,1802460.0,67.0,11.0,8.0,7164.0,92.0,124.0,1362.0,1.0,0.0,120.0,0.2144,0.1625,0.8,0.0073,0.9091,1.0,0.0,1.8261,1.0,0.9031,-0.2,-0.1646,0.1852,3.0
33.0,96.0,60056.0,60340.0,3042.0,198.0,284.0,262543.0,70.0,103.0,1360.0,0.0,1.0,200.0,0.0485,0.83,0.2218,0.0463,0.3182,1.0,1.0,3.4832,1.7993,2.4533,0.7782,-0.3257,1.0,2.0
27.0,42.0,2682394.0,2682435.0,376.0,40.0,43.0,36566.0,81.0,119.0,1352.0,1.0,0.0,70.0,0.0399,0.3886,0.3659,0.0111,0.375,0.9535,1.0,2.5752,1.1761,1.6128,0.6342,-0.2402,0.8894,6.0
1038.0,1047.0,603596.0,603608.0,80.0,12.0,12.0,9136.0,100.0,133.0,1358.0,0.0,1.0,40.0,0.458,0.2593,0.75,0.0066,0.75,1.0,1.0,1.9031,0.9542,1.0792,0.25,-0.1078,0.215,0.0
317.0,335.0,732308.0,732327.0,146.0,36.0,29.0,18123.0,114.0,133.0,1372.0,0.0,1.0,40.0,0.4621,0.5731,0.9474,0.0131,0.5,0.6552,1.0,2.1644,1.2553,1.2787,0.0526,-0.0302,0.5659,0.0
116.0,126.0,1913635.0,1913646.0,58.0,13.0,11.0,7114.0,112.0,133.0,1356.0,1.0,0.0,70.0,0.1711,0.4727,0.9091,0.0074,0.7692,1.0,1.0,1.7634,1.0,1.0414,0.0909,-0.0418,0.2173,3.0
1251.0,1276.0,2371628.0,2371646.0,203.0,40.0,31.0,26321.0,121.0,141.0,1600.0,0.0,1.0,40.0,0.405,0.5489,0.72,0.0156,0.625,0.5806,0.0,2.3075,1.3979,1.2553,-0.28,0.013,0.7281,3.0
1073.0,1088.0,433186.0,433198.0,143.0,15.0,12.0,14669.0,61.0,127.0,1686.0,1.0,0.0,70.0,0.7094,0.2056,0.8,0.0089,1.0,1.0,0.0,2.1553,1.1761,1.0792,-0.2,-0.1986,0.3068,3.0
696.0,706.0,762234.0,762239.0,26.0,13.0,7.0,3330.0,120.0,140.0,1358.0,0.0,1.0,50.0,0.9602,0.48,0.5,0.0074,0.7692,0.7143,0.0,1.415,1.0,0.699,-0.5,0.0006,0.1569,3.0
8.0,18.0,2293926.0,2293946.0,109.0,22.0,20.0,11293.0,90.0,116.0,1356.0,1.0,0.0,70.0,0.0118,0.455,0.5,0.0074,0.4545,1.0,1.0,2.0374,1.0,1.301,0.5,-0.1906,0.3359,3.0
607.0,611.0,210504.0,210509.0,18.0,4.0,5.0,2034.0,102.0,124.0,1694.0,1.0,0.0,100.0,0.7167,0.1,0.8,0.0024,1.0,1.0,1.0,1.2553,0.6021,0.699,0.2,-0.1172,0.1322,3.0
1605.0,1613.0,2158132.0,2158152.0,88.0,21.0,20.0,7182.0,67.0,94.0,1656.0,1.0,0.0,80.0,0.0519,0.45,0.4,0.0048,0.381,1.0,1.0,1.9445,0.9031,1.301,0.6,-0.3624,0.2792,0.0
0.0,17.0,1549800.0,1549891.0,1030.0,72.0,92.0,71852.0,49.0,84.0,1354.0,1.0,0.0,70.0,0.0,0.3342,0.1868,0.0126,0.2361,0.9891,1.0,3.0128,1.2305,1.959,0.8132,-0.455,0.9998,3.0
1151.0,1163.0,6042280.0,6042292.0,110.0,14.0,12.0,11674.0,73.0,133.0,1648.0,1.0,0.0,69.0,0.5886,0.2361,1.0,0.0073,0.8571,1.0,0.5,2.0414,1.0792,1.0792,0.0,-0.1709,0.2583,1.0
615.0,625.0,1398169.0,1398179.0,65.0,12.0,10.0,7104.0,89.0,126.0,1358.0,0.0,1.0,50.0,0.9057,0.35,1.0,0.0074,0.8333,1.0,0.5,1.8129,1.0,1.0,0.0,-0.1461,0.2061,6.0
1147.0,1162.0,41184.0,41201.0,194.0,16.0,17.0,19202.0,68.0,124.0,1373.0,0.0,1.0,40.0,0.3074,0.2392,0.8824,0.0109,0.9375,1.0,1.0,2.2878,1.1761,1.2305,0.1177,-0.2267,0.4219,2.0
39.0,214.0,1277926.0,1278089.0,13553.0,708.0,424.0,1567858.0,30.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5249,0.9314,0.125,0.2472,0.3844,0.0,4.132,2.243,2.2122,-0.0686,-0.0962,1.0,2.0
1644.0,1661.0,1554711.0,1554760.0,468.0,70.0,54.0,41524.0,80.0,101.0,1692.0,1.0,0.0,70.0,0.0366,0.4382,0.3469,0.01,0.2429,0.9074,1.0,2.6702,1.2305,1.6902,0.6531,-0.3068,0.9718,0.0
916.0,1142.0,810184.0,810291.0,1753.0,249.0,132.0,202897.0,101.0,135.0,1358.0,0.0,1.0,40.0,0.3181,0.9275,0.4735,0.1664,0.9076,0.8106,0.0,3.2438,2.3541,2.0294,-0.5265,-0.0958,1.0,3.0
1321.0,1332.0,1554743.0,1554761.0,123.0,20.0,19.0,11278.0,79.0,108.0,1362.0,1.0,0.0,80.0,0.0441,0.3788,0.6111,0.0081,0.55,0.9474,1.0,2.0899,1.0414,1.2553,0.3889,-0.2837,0.3329,0.0
1474.0,1489.0,1248833.0,1248844.0,114.0,18.0,12.0,13680.0,101.0,141.0,1694.0,1.0,0.0,60.0,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,2.0569,1.1761,1.0414,-0.2667,-0.0625,0.286,0.0
1325.0,1332.0,1599135.0,1599173.0,175.0,30.0,38.0,21073.0,111.0,133.0,1354.0,0.0,1.0,40.0,0.0325,0.3421,0.1842,0.0052,0.2333,1.0,1.0,2.243,0.8451,1.5798,0.8158,-0.0592,0.4399,0.0
733.0,740.0,4022585.0,4022595.0,61.0,10.0,10.0,6588.0,91.0,119.0,1668.0,0.0,1.0,40.0,0.8789,0.1286,0.7,0.0042,0.7,1.0,1.0,1.7853,0.8451,1.0,0.3,-0.1563,0.1753,0.0
1163.0,1205.0,4639384.0,4639402.0,359.0,79.0,49.0,50750.0,130.0,158.0,1360.0,1.0,0.0,100.0,0.2279,0.5251,0.4286,0.0309,0.5317,0.3674,0.0,2.5551,1.6233,1.2553,-0.5714,0.1044,0.9537,3.0
1049.0,1059.0,764081.0,764092.0,70.0,12.0,11.0,7279.0,82.0,125.0,1687.0,1.0,0.0,100.0,0.7445,0.3636,0.9091,0.0059,0.8333,1.0,1.0,1.8451,1.0,1.0414,0.0909,-0.1876,0.2173,3.0
630.0,649.0,5015327.0,5015357.0,249.0,32.0,31.0,17250.0,49.0,87.0,1356.0,1.0,0.0,200.0,0.9292,0.5632,0.6333,0.014,0.5938,0.9677,1.0,2.3962,1.2787,1.4771,0.3667,-0.4588,0.8563,0.0
41.0,226.0,695578.0,695788.0,17706.0,802.0,537.0,2147442.0,24.0,148.0,1404.0,0.0,1.0,40.0,0.0584,0.5443,0.8809,0.1318,0.2307,0.3911,1.0,4.2481,2.2672,2.3222,0.1191,-0.0525,1.0,2.0
1580.0,1590.0,3884411.0,3884461.0,340.0,30.0,50.0,34655.0,88.0,116.0,1627.0,0.0,1.0,40.0,0.0455,0.32,0.2,0.0061,0.3333,1.0,1.0,2.5315,1.0,1.699,0.8,-0.2037,0.7889,0.0
1036.0,1054.0,960191.0,960202.0,61.0,30.0,17.0,6116.0,86.0,124.0,1360.0,1.0,0.0,300.0,0.45,0.6919,0.6111,0.0132,0.6,0.6471,0.0,1.7853,1.2553,1.0414,-0.3889,-0.2167,0.3329,3.0
73.0,213.0,7818756.0,7818807.0,3876.0,185.0,102.0,419968.0,70.0,127.0,1358.0,0.0,1.0,40.0,0.1075,0.4571,0.3643,0.1031,0.7568,0.5,0.0,3.5884,2.1461,1.7076,-0.6357,-0.1535,1.0,2.0
6.0,14.0,393457.0,393488.0,196.0,11.0,31.0,22532.0,97.0,134.0,1687.0,0.0,1.0,200.0,0.0071,0.2097,0.2581,0.0047,0.7273,1.0,1.0,2.2923,0.9031,1.4914,0.7419,-0.1019,0.4106,3.0
498.0,509.0,261713.0,261732.0,144.0,17.0,19.0,15785.0,88.0,132.0,1356.0,0.0,1.0,40.0,0.7345,0.311,0.5789,0.0081,0.6471,1.0,1.0,2.1584,1.0414,1.2787,0.4211,-0.1436,0.3494,3.0
137.0,156.0,1093477.0,1093492.0,184.0,31.0,15.0,19460.0,96.0,118.0,1354.0,1.0,0.0,70.0,0.2024,0.3544,0.7895,0.014,0.6129,1.0,0.0,2.2648,1.2787,1.1761,-0.2105,-0.1737,0.4713,3.0
263.0,297.0,2555025.0,2555028.0,86.0,34.0,7.0,11010.0,52.0,191.0,1690.0,1.0,0.0,70.0,0.3112,0.1569,0.0882,0.0201,1.0,0.4286,0.0,1.9345,1.5315,0.4771,-0.9118,0.0002,0.2083,0.0
1687.0,1696.0,150712.0,150740.0,167.0,24.0,28.0,9559.0,23.0,94.0,1698.0,0.0,1.0,90.0,0.0024,0.3373,0.3214,0.0053,0.375,1.0,1.0,2.2227,0.9542,1.4472,0.6786,-0.5528,0.417,4.0
145.0,197.0,1317364.0,1317395.0,508.0,112.0,59.0,65223.0,120.0,142.0,1362.0,0.0,1.0,40.0,0.2129,0.6849,0.5961,0.0382,0.4643,0.5254,0.0,2.7059,1.716,1.4914,-0.4038,0.0031,0.9998,6.0
51.0,175.0,249693.0,249742.0,3631.0,179.0,96.0,378154.0,45.0,125.0,1362.0,0.0,1.0,40.0,0.0749,0.4024,0.3952,0.091,0.6927,0.5104,0.0,3.56,2.0934,1.6902,-0.6048,-0.1864,1.0,2.0
772.0,1006.0,4313950.0,4314267.0,19818.0,905.0,583.0,1966409.0,46.0,135.0,1358.0,1.0,0.0,200.0,0.5184,0.7328,0.7382,0.1723,0.2586,0.5437,1.0,4.2971,2.3692,2.5011,0.2618,-0.2248,1.0,3.0
1157.0,1164.0,1331507.0,1331522.0,62.0,13.0,15.0,7312.0,109.0,127.0,1322.0,0.0,1.0,40.0,0.239,0.4095,0.4667,0.0053,0.5385,1.0,1.0,1.7924,0.8451,1.1761,0.5333,-0.0786,0.2116,5.0
377.0,434.0,1171429.0,1171441.0,181.0,83.0,34.0,23075.0,113.0,151.0,1370.0,1.0,0.0,80.0,0.5504,0.7354,0.2105,0.0416,0.6867,0.3529,0.0,2.2577,1.7559,1.0792,-0.7895,-0.004,0.9272,0.0
149.0,183.0,2811847.0,2811861.0,219.0,43.0,21.0,26683.0,109.0,134.0,1358.0,0.0,1.0,40.0,0.2194,0.5399,0.4118,0.025,0.7907,0.6667,0.0,2.3404,1.5315,1.1461,-0.5882,-0.0481,0.761,0.0
