@RELATION R_data_frame

@ATTRIBUTE V1 NUMERIC
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE V9 NUMERIC
@ATTRIBUTE V10 NUMERIC
@ATTRIBUTE V11 NUMERIC
@ATTRIBUTE V12 NUMERIC
@ATTRIBUTE V13 NUMERIC
@ATTRIBUTE V14 NUMERIC
@ATTRIBUTE V15 NUMERIC
@ATTRIBUTE V16 NUMERIC
@ATTRIBUTE V17 NUMERIC
@ATTRIBUTE V18 NUMERIC
@ATTRIBUTE V19 NUMERIC
@ATTRIBUTE V20 NUMERIC
@ATTRIBUTE Class {1, 2}

@DATA
-859.0,654.0,39.0,509.0,233.0,1619.0,-381.0,173.0,1004.0,155.0,1908.0,-82.0,-542.0,512.0,702.0,362.0,2288.0,176.0,-1837.0,2965.0,2
1081.0,-328.0,264.0,-1067.0,1024.0,1886.0,-196.0,3848.0,2475.0,-289.0,-12.0,-75.0,413.0,-1774.0,-245.0,1347.0,-306.0,-58.0,816.0,1425.0,2
-122.0,94.0,258.0,-102.0,1413.0,239.0,-528.0,-446.0,-46.0,-26.0,1057.0,-296.0,-382.0,681.0,1398.0,-2513.0,516.0,-1436.0,-959.0,1211.0,2
472.0,544.0,1118.0,1412.0,2456.0,1218.0,1272.0,202.0,353.0,-435.0,13.0,-1022.0,-662.0,1754.0,512.0,557.0,1549.0,-137.0,-1087.0,2014.0,2
1066.0,-146.0,938.0,1549.0,209.0,504.0,1358.0,-521.0,-308.0,1362.0,1494.0,219.0,-1325.0,-25.0,719.0,-787.0,794.0,1006.0,187.0,291.0,2
1011.0,15.0,-623.0,1474.0,642.0,1821.0,985.0,2125.0,-156.0,761.0,-616.0,885.0,1119.0,2604.0,-684.0,1718.0,235.0,1947.0,1179.0,101.0,2
-122.0,2562.0,-184.0,761.0,136.0,361.0,1017.0,-11.0,1189.0,121.0,2158.0,-1219.0,-1026.0,854.0,-1047.0,24.0,818.0,917.0,204.0,601.0,2
35.0,2738.0,926.0,136.0,3386.0,-1784.0,128.0,1504.0,2338.0,2036.0,-172.0,-5889.0,-2339.0,255.0,2365.0,-153.0,18.0,2278.0,1471.0,666.0,2
-1777.0,175.0,188.0,685.0,-251.0,2412.0,31.0,-379.0,2249.0,-2472.0,-1111.0,-122.0,76.0,-191.0,797.0,1536.0,-217.0,-1235.0,-917.0,-303.0,2
-6.0,2061.0,1126.0,445.0,-468.0,-874.0,-2442.0,-623.0,-1473.0,1956.0,1169.0,-1891.0,1918.0,586.0,1639.0,-1804.0,1046.0,204.0,387.0,-1693.0,2
97.0,388.0,1499.0,437.0,164.0,-312.0,-991.0,1469.0,-3925.0,-1154.0,-2884.0,-932.0,15.0,-2822.0,3507.0,3932.0,-1308.0,12.0,1806.0,-4104.0,2
-56.0,-45.0,112.0,-864.0,-126.0,762.0,1186.0,-28.0,1438.0,-483.0,215.0,836.0,564.0,-55.0,-104.0,337.0,-58.0,28.0,371.0,-824.0,2
787.0,736.0,1911.0,206.0,-1336.0,-586.0,-22.0,1887.0,1144.0,1756.0,-516.0,44.0,1044.0,1688.0,1265.0,1.0,-98.0,522.0,874.0,42.0,2
-82.0,1544.0,376.0,858.0,31.0,1381.0,-67.0,112.0,985.0,1318.0,503.0,387.0,2635.0,-641.0,-155.0,55.0,496.0,1533.0,467.0,-1248.0,2
958.0,-1288.0,-218.0,25.0,-274.0,214.0,2218.0,-382.0,1362.0,998.0,-1291.0,-275.0,1148.0,-396.0,1212.0,-629.0,2523.0,-192.0,279.0,227.0,2
329.0,1098.0,-4024.0,2257.0,799.0,41.0,-3168.0,-3513.0,-1501.0,-1273.0,4303.0,2162.0,622.0,1312.0,27.0,-1548.0,1467.0,-1338.0,369.0,-217.0,1
-1605.0,-1559.0,4023.0,-1121.0,-4923.0,3117.0,482.0,3924.0,1353.0,-618.0,392.0,2366.0,15.0,-1126.0,1301.0,129.0,-1404.0,2321.0,-261.0,-144.0,2
314.0,-1235.0,1718.0,845.0,485.0,226.0,-75.0,-416.0,-3.0,-784.0,62.0,-558.0,178.0,969.0,2644.0,-1502.0,-39.0,1895.0,-335.0,-291.0,2
-965.0,36.0,-354.0,466.0,-358.0,-166.0,-931.0,245.0,172.0,1076.0,734.0,939.0,-153.0,138.0,1081.0,685.0,554.0,1533.0,1685.0,-993.0,2
668.0,513.0,-297.0,-3087.0,154.0,1306.0,3272.0,-4657.0,-707.0,-33.0,3224.0,-248.0,242.0,-35.0,-1134.0,-2112.0,-312.0,-3115.0,1517.0,2733.0,1
505.0,-192.0,-84.0,224.0,1296.0,2109.0,-1387.0,-15.0,-134.0,1155.0,1232.0,758.0,-246.0,-714.0,224.0,51.0,723.0,584.0,21.0,1089.0,2
-1906.0,-816.0,639.0,-1703.0,-543.0,795.0,63.0,-1013.0,-2035.0,-2681.0,381.0,-1462.0,-2151.0,-3883.0,467.0,694.0,-885.0,382.0,-28.0,38.0,1
-1295.0,205.0,-803.0,1007.0,2831.0,3536.0,1006.0,1874.0,3344.0,1897.0,-2052.0,-1548.0,35.0,-34.0,-1054.0,2805.0,-732.0,-1434.0,-313.0,166.0,2
356.0,-1978.0,471.0,394.0,-477.0,-92.0,917.0,-99.0,-274.0,-452.0,-428.0,1476.0,321.0,136.0,489.0,-3.0,2096.0,1006.0,566.0,1043.0,2
1532.0,-157.0,344.0,604.0,-924.0,158.0,-852.0,-1146.0,78.0,-281.0,1506.0,-646.0,1047.0,1095.0,1085.0,1514.0,796.0,-512.0,224.0,-565.0,2
141.0,1304.0,197.0,-1337.0,-467.0,-121.0,808.0,1122.0,21.0,1306.0,-36.0,1608.0,46.0,1038.0,66.0,2305.0,948.0,1231.0,222.0,1596.0,2
1413.0,426.0,-693.0,-98.0,1674.0,-1067.0,762.0,1903.0,134.0,-368.0,1566.0,-3.0,185.0,2106.0,1285.0,-1134.0,2846.0,67.0,-81.0,1219.0,2
556.0,-1975.0,-782.0,-1325.0,-1012.0,-435.0,-1358.0,-6.0,1032.0,-512.0,-2186.0,661.0,-382.0,-434.0,1132.0,-1845.0,561.0,-257.0,-771.0,-4211.0,2
1321.0,1678.0,586.0,-743.0,-42.0,348.0,-755.0,763.0,922.0,476.0,1714.0,-1106.0,706.0,-71.0,-304.0,-376.0,1397.0,44.0,321.0,67.0,2
1885.0,732.0,-183.0,7.0,1164.0,1246.0,96.0,1924.0,789.0,-25.0,-196.0,52.0,-26.0,412.0,245.0,164.0,1756.0,1518.0,1186.0,61.0,2
-599.0,-753.0,1428.0,-498.0,3186.0,-775.0,1861.0,31.0,12.0,1626.0,-76.0,-529.0,2041.0,-13.0,1287.0,87.0,165.0,-976.0,2.0,93.0,2
-326.0,1438.0,-1559.0,1196.0,501.0,39.0,22.0,734.0,119.0,461.0,732.0,19.0,289.0,-419.0,592.0,52.0,1823.0,-192.0,1479.0,-847.0,2
1259.0,116.0,1311.0,2364.0,131.0,622.0,379.0,1468.0,319.0,9.0,-4.0,671.0,-849.0,636.0,213.0,-667.0,907.0,676.0,1504.0,666.0,2
-328.0,395.0,2246.0,-478.0,685.0,91.0,12.0,612.0,303.0,45.0,1202.0,1054.0,2126.0,2603.0,581.0,1942.0,-46.0,-983.0,538.0,2674.0,2
438.0,164.0,-125.0,586.0,956.0,97.0,1101.0,821.0,269.0,1316.0,1615.0,-751.0,552.0,-383.0,-32.0,1013.0,-3.0,1084.0,102.0,1293.0,2
-519.0,-137.0,3278.0,-2722.0,-383.0,-848.0,1136.0,421.0,-2022.0,152.0,-793.0,393.0,282.0,2288.0,-372.0,-1802.0,-1237.0,-176.0,-2243.0,-3406.0,1
-308.0,-1699.0,-4035.0,-23.0,21.0,3368.0,-2391.0,-756.0,724.0,2393.0,2381.0,378.0,-1031.0,299.0,1553.0,-947.0,919.0,-2712.0,-1037.0,611.0,2
1252.0,-223.0,722.0,-663.0,-564.0,122.0,296.0,387.0,158.0,-417.0,1309.0,668.0,328.0,1266.0,-859.0,434.0,-236.0,-1223.0,997.0,2318.0,2
-67.0,-141.0,-2341.0,637.0,-372.0,1587.0,-1427.0,69.0,2376.0,812.0,1524.0,673.0,529.0,-53.0,-1386.0,1895.0,-527.0,-39.0,-184.0,-984.0,2
345.0,-35.0,-3081.0,2445.0,-1016.0,671.0,-12.0,471.0,143.0,594.0,-1295.0,2375.0,-1081.0,195.0,244.0,-123.0,-1711.0,-576.0,2607.0,3568.0,2
-2083.0,652.0,1677.0,2919.0,2084.0,2942.0,-1856.0,2945.0,-2152.0,-866.0,-1142.0,681.0,-1558.0,3725.0,-3538.0,1116.0,1322.0,-2133.0,2954.0,-544.0,2
-941.0,717.0,314.0,211.0,-522.0,1683.0,1393.0,1048.0,1558.0,705.0,281.0,56.0,989.0,-61.0,-468.0,3.0,2243.0,1467.0,1886.0,-44.0,2
1092.0,55.0,1303.0,-17.0,1187.0,69.0,96.0,1591.0,31.0,577.0,1434.0,693.0,1414.0,438.0,-368.0,-121.0,1299.0,981.0,615.0,-1278.0,2
-326.0,-2029.0,-5493.0,-224.0,367.0,249.0,-838.0,518.0,-226.0,-514.0,-1982.0,-1678.0,-423.0,1359.0,867.0,2215.0,1192.0,491.0,2218.0,-541.0,2
179.0,-432.0,1479.0,124.0,-76.0,125.0,465.0,648.0,195.0,1009.0,-871.0,-287.0,-285.0,-374.0,-1658.0,792.0,1858.0,1669.0,1805.0,93.0,2
309.0,342.0,-892.0,1307.0,-662.0,1964.0,-1468.0,-598.0,93.0,919.0,-34.0,892.0,-2148.0,468.0,78.0,544.0,1398.0,639.0,-298.0,1914.0,2
624.0,1869.0,1116.0,1113.0,-137.0,-28.0,67.0,736.0,734.0,449.0,-161.0,822.0,329.0,1435.0,776.0,1345.0,-592.0,164.0,-16.0,941.0,2
-804.0,-3093.0,365.0,-411.0,2836.0,2357.0,66.0,-2178.0,702.0,-2351.0,262.0,16.0,2056.0,-955.0,1235.0,-277.0,2236.0,23.0,551.0,2159.0,2
917.0,-1322.0,-397.0,1255.0,363.0,1498.0,-536.0,-272.0,-957.0,332.0,72.0,-3045.0,-439.0,-66.0,-1506.0,-3389.0,878.0,728.0,771.0,-611.0,2
-612.0,585.0,756.0,425.0,318.0,309.0,63.0,156.0,517.0,404.0,-69.0,2665.0,712.0,-1305.0,1753.0,-146.0,3496.0,-179.0,924.0,556.0,2
2533.0,2629.0,503.0,2206.0,535.0,2643.0,-843.0,-1004.0,-2262.0,-1497.0,-1717.0,-487.0,-2038.0,582.0,-1447.0,277.0,763.0,17.0,658.0,-1542.0,2
-15.0,2234.0,-2193.0,-1905.0,-2167.0,-1396.0,-1206.0,114.0,-869.0,-349.0,298.0,-1335.0,979.0,-2108.0,-1336.0,1324.0,-1484.0,2378.0,1398.0,-2939.0,2
351.0,-532.0,1102.0,79.0,345.0,-876.0,-4594.0,-874.0,-166.0,-1865.0,-2249.0,-289.0,865.0,1498.0,71.0,-671.0,673.0,-578.0,771.0,-2383.0,2
-748.0,1263.0,-237.0,-1954.0,2074.0,-2983.0,-66.0,2045.0,-846.0,2951.0,-306.0,-713.0,174.0,1461.0,2079.0,2095.0,-1528.0,-868.0,-16.0,-311.0,2
226.0,-1514.0,-236.0,-495.0,-269.0,-3158.0,305.0,964.0,-435.0,612.0,-1541.0,4458.0,-2421.0,16.0,-1283.0,-3472.0,1916.0,-1067.0,-1736.0,-854.0,1
67.0,2266.0,-895.0,-809.0,-1164.0,-1573.0,2529.0,-4126.0,2334.0,-678.0,1423.0,-607.0,1853.0,891.0,-2217.0,17.0,1713.0,3082.0,725.0,1977.0,2
3988.0,-3706.0,3645.0,-3872.0,-2033.0,3908.0,1693.0,-2156.0,-1313.0,1592.0,704.0,1536.0,-132.0,525.0,1037.0,2088.0,1834.0,3237.0,-802.0,3133.0,1
1501.0,358.0,915.0,2116.0,-1185.0,801.0,2046.0,-35.0,59.0,2162.0,-197.0,48.0,2453.0,-16.0,1214.0,-82.0,1692.0,992.0,1068.0,-438.0,2
-434.0,239.0,-887.0,808.0,-278.0,-776.0,826.0,-193.0,2143.0,-1727.0,947.0,1451.0,29.0,377.0,1774.0,612.0,304.0,-979.0,578.0,842.0,2
665.0,2417.0,455.0,1555.0,522.0,1596.0,2412.0,466.0,-1487.0,-29.0,848.0,-1426.0,2345.0,-843.0,289.0,729.0,18.0,-771.0,257.0,534.0,2
1046.0,1051.0,1173.0,-804.0,1264.0,-471.0,1072.0,2292.0,956.0,1202.0,-83.0,778.0,968.0,-13.0,-605.0,204.0,-146.0,-606.0,992.0,-435.0,2
-72.0,415.0,3443.0,879.0,-162.0,-249.0,2218.0,1349.0,-2749.0,3338.0,-681.0,-1445.0,43.0,-1912.0,-2646.0,1827.0,1954.0,-3923.0,238.0,-5.0,2
62.0,-4045.0,39.0,1204.0,-277.0,-625.0,-2433.0,-1926.0,2806.0,416.0,1502.0,2696.0,-1119.0,-1585.0,571.0,-3302.0,-1594.0,-2875.0,-522.0,1044.0,2
-49.0,-884.0,-345.0,7.0,-2081.0,-934.0,-1079.0,114.0,803.0,1578.0,1518.0,251.0,243.0,246.0,-172.0,1017.0,1057.0,-394.0,294.0,-207.0,2
936.0,744.0,646.0,115.0,102.0,279.0,1483.0,383.0,-442.0,64.0,38.0,304.0,-1578.0,1031.0,-1083.0,1101.0,463.0,138.0,1362.0,2572.0,2
-902.0,278.0,-235.0,-151.0,286.0,-32.0,207.0,102.0,-829.0,1382.0,-82.0,2006.0,193.0,467.0,2362.0,-747.0,8.0,0.0,-111.0,1602.0,2
1113.0,1504.0,7.0,896.0,-612.0,-364.0,-992.0,-293.0,-853.0,162.0,1646.0,1474.0,-3318.0,-1509.0,224.0,1236.0,-747.0,-2967.0,-3921.0,-573.0,1
-491.0,1578.0,898.0,1574.0,1253.0,-37.0,189.0,-942.0,988.0,-1454.0,706.0,1106.0,958.0,984.0,516.0,2607.0,-156.0,1079.0,226.0,415.0,2
-2004.0,431.0,-3006.0,1034.0,-1514.0,566.0,-4894.0,-1839.0,-1529.0,-564.0,81.0,1647.0,-1177.0,3053.0,-655.0,726.0,-2914.0,3458.0,882.0,-916.0,1
-374.0,729.0,1171.0,71.0,1159.0,-762.0,1421.0,-272.0,-1531.0,-1083.0,-2803.0,55.0,-346.0,-1203.0,2688.0,256.0,1529.0,-2671.0,622.0,844.0,2
-3498.0,1387.0,914.0,-816.0,2057.0,-242.0,1736.0,1293.0,-266.0,1402.0,-1913.0,3392.0,-1478.0,-3724.0,2251.0,-1042.0,-27.0,-2291.0,2177.0,-3355.0,1
-2586.0,1751.0,1962.0,-2173.0,-743.0,-2856.0,-1511.0,-1161.0,-922.0,1402.0,316.0,1505.0,-2262.0,-864.0,-2615.0,339.0,-915.0,2523.0,2748.0,3255.0,1
-3433.0,-26.0,-2282.0,-1293.0,-808.0,1094.0,-1639.0,1081.0,3273.0,1325.0,1795.0,1257.0,-2198.0,2012.0,1121.0,-212.0,3843.0,-468.0,-2148.0,-1643.0,2
214.0,-877.0,-863.0,-281.0,674.0,3334.0,-1598.0,-343.0,-122.0,1544.0,-26.0,-2617.0,-341.0,548.0,-69.0,3324.0,101.0,1274.0,445.0,-199.0,2
-232.0,1426.0,-163.0,475.0,1695.0,3028.0,1275.0,-504.0,-826.0,81.0,-949.0,482.0,1461.0,79.0,266.0,2479.0,866.0,1.0,-1078.0,-401.0,2
-2256.0,49.0,934.0,273.0,69.0,-399.0,243.0,-801.0,-379.0,274.0,604.0,-1533.0,-1064.0,-273.0,-655.0,2888.0,105.0,-92.0,3717.0,5.0,2
1089.0,71.0,356.0,-186.0,-187.0,16.0,-158.0,112.0,-46.0,1583.0,-534.0,-101.0,-678.0,-244.0,1413.0,-1931.0,751.0,-514.0,723.0,2.0,2
183.0,-1574.0,-619.0,2493.0,6032.0,-1269.0,951.0,647.0,-3344.0,-1269.0,-207.0,2041.0,1197.0,2775.0,-1252.0,1439.0,-23.0,-401.0,-1356.0,-1454.0,2
-341.0,212.0,1974.0,-1266.0,148.0,19.0,427.0,-3236.0,1986.0,3884.0,-208.0,-199.0,-1204.0,-3228.0,3169.0,1638.0,2802.0,-4403.0,-1175.0,149.0,1
2263.0,4253.0,-2463.0,178.0,807.0,1374.0,-335.0,-1739.0,256.0,2771.0,6.0,46.0,-2105.0,4779.0,-178.0,-1993.0,-768.0,-411.0,1205.0,-1286.0,2
13.0,1765.0,35.0,-968.0,-137.0,536.0,-372.0,1111.0,752.0,-429.0,1508.0,-29.0,283.0,1627.0,647.0,126.0,2436.0,374.0,-2102.0,-865.0,2
267.0,466.0,-541.0,1739.0,116.0,-822.0,-144.0,1466.0,373.0,-1325.0,-915.0,-21.0,575.0,1541.0,1139.0,456.0,-351.0,1642.0,-103.0,2595.0,2
-1.0,818.0,-7734.0,-107.0,-862.0,21.0,-629.0,-532.0,-43.0,-1706.0,-1764.0,1743.0,1846.0,-314.0,-3017.0,1204.0,2764.0,-2582.0,1152.0,-1274.0,1
633.0,-481.0,1217.0,-1003.0,695.0,1111.0,97.0,1036.0,137.0,719.0,1603.0,-17.0,147.0,238.0,112.0,2278.0,305.0,-236.0,477.0,-165.0,2
-163.0,-1329.0,129.0,1268.0,278.0,-1094.0,1036.0,2653.0,-2055.0,943.0,1126.0,-38.0,1302.0,287.0,523.0,-129.0,-84.0,2062.0,758.0,-106.0,2
1811.0,2357.0,453.0,2869.0,-36.0,941.0,153.0,-483.0,635.0,-884.0,-475.0,443.0,-603.0,-745.0,-241.0,-7.0,133.0,74.0,1187.0,135.0,2
-156.0,5.0,81.0,1953.0,536.0,1362.0,2162.0,2113.0,-629.0,393.0,234.0,125.0,-431.0,165.0,-33.0,31.0,-1928.0,246.0,1791.0,-1407.0,2
707.0,632.0,-664.0,-1595.0,-238.0,3169.0,111.0,-834.0,-96.0,-1932.0,-534.0,689.0,-1285.0,-2759.0,385.0,-1057.0,1304.0,-2984.0,-2507.0,1119.0,2
2705.0,-2759.0,-1852.0,245.0,233.0,1311.0,2603.0,-1177.0,743.0,414.0,-109.0,-2458.0,-3042.0,257.0,-2486.0,-778.0,-2359.0,808.0,-1379.0,-48.0,2
1786.0,79.0,-221.0,8.0,984.0,464.0,-1254.0,-1466.0,142.0,789.0,-92.0,984.0,-1286.0,1129.0,72.0,126.0,1734.0,1707.0,-181.0,149.0,2
-439.0,1099.0,1848.0,-17.0,518.0,-186.0,-251.0,733.0,-986.0,-777.0,-794.0,-706.0,-1592.0,1673.0,-22.0,-526.0,-606.0,-2187.0,1532.0,403.0,2
1713.0,766.0,-2338.0,-871.0,-129.0,265.0,-1208.0,-145.0,-1394.0,-1638.0,-3343.0,-1007.0,1497.0,735.0,-2534.0,1857.0,2494.0,716.0,3039.0,-4902.0,1
-163.0,-2228.0,-105.0,-3632.0,1607.0,1116.0,-1634.0,87.0,-1896.0,2832.0,-178.0,-2219.0,-2749.0,4685.0,-382.0,253.0,-413.0,343.0,-1484.0,96.0,2
1794.0,-3044.0,1579.0,-1696.0,-1343.0,523.0,-1633.0,-2209.0,-1671.0,1246.0,657.0,-79.0,-51.0,-1698.0,-3134.0,1871.0,134.0,1038.0,1331.0,-747.0,2
2833.0,2922.0,-25.0,246.0,-4283.0,501.0,-2037.0,2008.0,1033.0,-791.0,-164.0,-26.0,-1003.0,1776.0,-2136.0,-2513.0,11.0,2393.0,15.0,92.0,2
-326.0,-6742.0,-128.0,1774.0,-558.0,-2368.0,-509.0,465.0,181.0,-2378.0,486.0,-894.0,231.0,-3376.0,738.0,-1048.0,152.0,-336.0,-945.0,3798.0,1
2699.0,1008.0,-1642.0,-111.0,-102.0,708.0,-4.0,453.0,182.0,-427.0,1111.0,1157.0,-409.0,263.0,524.0,71.0,602.0,791.0,844.0,471.0,2
21.0,1287.0,2818.0,171.0,246.0,-848.0,905.0,121.0,-2.0,1165.0,361.0,452.0,-35.0,1279.0,-652.0,1449.0,374.0,403.0,1302.0,222.0,2
-937.0,1303.0,-136.0,-849.0,528.0,-12.0,-1415.0,-1275.0,-1454.0,751.0,1092.0,-203.0,494.0,1044.0,1908.0,621.0,1585.0,-1.0,694.0,719.0,2
2276.0,1067.0,1677.0,422.0,-357.0,988.0,75.0,1429.0,1683.0,64.0,-131.0,-381.0,882.0,723.0,71.0,61.0,513.0,-386.0,2058.0,1308.0,2
1668.0,1046.0,-892.0,1126.0,1048.0,576.0,61.0,-288.0,2006.0,1481.0,722.0,1288.0,384.0,902.0,1595.0,-729.0,437.0,-156.0,1392.0,-323.0,2
-9.0,43.0,713.0,-793.0,-31.0,-723.0,-267.0,-793.0,-145.0,-136.0,1476.0,2066.0,1484.0,-1112.0,2218.0,-878.0,229.0,934.0,242.0,605.0,2
1039.0,2276.0,1774.0,2844.0,36.0,531.0,-1514.0,-452.0,-1972.0,-166.0,-152.0,-168.0,1883.0,678.0,274.0,1281.0,-1825.0,-3072.0,363.0,74.0,2
173.0,-1016.0,1991.0,106.0,1436.0,684.0,-122.0,914.0,887.0,-148.0,1933.0,-14.0,-904.0,-392.0,1074.0,1448.0,88.0,-48.0,325.0,1826.0,2
249.0,-8.0,2868.0,-2451.0,-1535.0,-3127.0,-115.0,-213.0,-278.0,368.0,-579.0,-269.0,2531.0,2805.0,107.0,1717.0,1014.0,2523.0,-76.0,-2236.0,2
439.0,-968.0,-52.0,699.0,3156.0,2238.0,-726.0,4073.0,-1283.0,-869.0,531.0,-159.0,3654.0,-386.0,-5722.0,2576.0,-176.0,4382.0,37.0,808.0,1
1154.0,99.0,701.0,999.0,1762.0,1021.0,343.0,1786.0,528.0,56.0,407.0,226.0,863.0,199.0,1211.0,653.0,174.0,855.0,1693.0,1763.0,2
-114.0,-696.0,3924.0,-1113.0,-914.0,4482.0,-889.0,-78.0,-1311.0,-2203.0,396.0,-106.0,908.0,-1934.0,26.0,-2726.0,1375.0,-252.0,-17.0,-236.0,2
-564.0,-2097.0,-2288.0,81.0,-2567.0,-422.0,-214.0,262.0,-3031.0,-459.0,-1946.0,1624.0,2001.0,-698.0,39.0,-143.0,1729.0,-341.0,-2084.0,1129.0,2
223.0,-2031.0,47.0,-1841.0,4057.0,-1434.0,4192.0,5668.0,192.0,-1648.0,1179.0,-2483.0,1943.0,1016.0,-712.0,2699.0,3122.0,907.0,1611.0,-3825.0,1
-941.0,-521.0,-568.0,933.0,108.0,-944.0,-102.0,-547.0,-1205.0,205.0,2216.0,-1781.0,469.0,305.0,873.0,-505.0,3773.0,-21.0,6.0,1471.0,2
-239.0,-2314.0,-2778.0,301.0,2635.0,-3197.0,1779.0,1163.0,557.0,274.0,851.0,-2484.0,-22.0,1767.0,703.0,17.0,-86.0,909.0,16.0,-1394.0,2
2778.0,139.0,831.0,-513.0,1883.0,23.0,1591.0,2128.0,1464.0,-509.0,1389.0,77.0,3238.0,819.0,-724.0,99.0,499.0,8.0,363.0,131.0,2
-554.0,-13.0,4165.0,2032.0,1443.0,2271.0,0.0,-421.0,-38.0,-1506.0,703.0,1203.0,-73.0,-1552.0,-33.0,-505.0,-1565.0,-3572.0,-73.0,-2636.0,1
-3714.0,2432.0,3134.0,-372.0,3399.0,-65.0,-2751.0,-2321.0,2926.0,-957.0,-2578.0,-1183.0,1281.0,-419.0,2607.0,1136.0,-6.0,-1227.0,-908.0,-2544.0,1
1298.0,-2.0,-52.0,996.0,556.0,2028.0,-77.0,879.0,-236.0,-928.0,518.0,466.0,702.0,-1128.0,-193.0,-1584.0,1364.0,18.0,497.0,-158.0,2
329.0,-318.0,152.0,-1038.0,905.0,1665.0,-36.0,41.0,-1632.0,1108.0,377.0,405.0,157.0,-911.0,228.0,795.0,767.0,-406.0,-314.0,1592.0,2
43.0,1369.0,-1122.0,-213.0,278.0,-237.0,895.0,-982.0,322.0,-296.0,-77.0,1067.0,58.0,486.0,-131.0,-1009.0,594.0,404.0,221.0,312.0,2
624.0,1285.0,1085.0,306.0,-23.0,-1122.0,204.0,2002.0,627.0,103.0,162.0,832.0,459.0,564.0,2367.0,-53.0,-31.0,71.0,-2465.0,99.0,2
-567.0,-198.0,-2117.0,57.0,715.0,899.0,-1818.0,-3631.0,3569.0,1402.0,116.0,-911.0,-2703.0,-358.0,4664.0,-287.0,-1078.0,-469.0,1683.0,104.0,2
-757.0,383.0,858.0,-1317.0,-689.0,288.0,-1445.0,1194.0,272.0,1099.0,11.0,329.0,528.0,1568.0,2639.0,936.0,-74.0,-25.0,-408.0,-237.0,2
397.0,1484.0,1162.0,-1605.0,756.0,2267.0,-445.0,114.0,1064.0,2073.0,-575.0,-855.0,-18.0,32.0,2441.0,774.0,-1949.0,652.0,769.0,1518.0,2
1162.0,-785.0,2383.0,398.0,-1211.0,1719.0,5.0,1905.0,2092.0,1712.0,132.0,-1974.0,1668.0,901.0,-402.0,1408.0,-554.0,903.0,1149.0,138.0,2
-729.0,242.0,-1263.0,-1039.0,1332.0,1926.0,2608.0,619.0,374.0,1962.0,-703.0,2175.0,12.0,-596.0,2072.0,641.0,736.0,41.0,168.0,1348.0,2
-759.0,497.0,208.0,551.0,-2254.0,-1388.0,528.0,1569.0,-833.0,-1371.0,1742.0,-2098.0,1292.0,3063.0,-323.0,1496.0,-237.0,-288.0,-3195.0,572.0,2
-897.0,-1568.0,-2242.0,2267.0,481.0,716.0,-2382.0,-269.0,-364.0,-1631.0,-1412.0,2089.0,1534.0,-6005.0,-1117.0,-2752.0,8.0,-3996.0,-1654.0,-422.0,1
1372.0,-859.0,1311.0,824.0,-499.0,1451.0,1824.0,-107.0,-1643.0,951.0,1035.0,1131.0,-883.0,438.0,-199.0,698.0,-819.0,-151.0,65.0,-658.0,2
-2.0,52.0,1651.0,2272.0,-747.0,101.0,-82.0,464.0,178.0,-22.0,815.0,2498.0,23.0,1649.0,-387.0,2767.0,145.0,-785.0,1593.0,902.0,2
1876.0,1974.0,846.0,2186.0,77.0,342.0,1003.0,2375.0,526.0,1403.0,805.0,826.0,81.0,1414.0,889.0,1138.0,-67.0,1271.0,911.0,316.0,2
-1017.0,2618.0,-2736.0,4521.0,-165.0,-289.0,-678.0,1004.0,-836.0,213.0,-495.0,757.0,-1355.0,-2342.0,-302.0,2253.0,114.0,-186.0,-1381.0,-1972.0,2
184.0,295.0,-972.0,51.0,-101.0,909.0,967.0,-362.0,3051.0,-365.0,881.0,1989.0,-1066.0,-86.0,1316.0,696.0,-259.0,2134.0,439.0,1626.0,2
994.0,1115.0,11.0,174.0,786.0,291.0,7.0,552.0,36.0,-605.0,738.0,915.0,1222.0,-803.0,-441.0,-965.0,-1413.0,-47.0,322.0,106.0,2
-2062.0,1765.0,1322.0,-2967.0,-1466.0,-762.0,168.0,-1145.0,-413.0,1207.0,1535.0,1038.0,-2645.0,-13.0,-3413.0,-4365.0,943.0,-1108.0,-5786.0,2463.0,1
306.0,587.0,1111.0,579.0,-11.0,-1.0,-554.0,-913.0,-364.0,21.0,1072.0,1114.0,536.0,1768.0,247.0,1572.0,-166.0,868.0,2389.0,98.0,2
-867.0,-156.0,-159.0,-371.0,-693.0,1434.0,-1368.0,1035.0,1682.0,-423.0,-316.0,179.0,-891.0,-1257.0,-534.0,1174.0,1146.0,-125.0,515.0,409.0,2
1028.0,391.0,-394.0,-1144.0,1985.0,-24.0,-681.0,539.0,59.0,7.0,876.0,1089.0,117.0,1128.0,257.0,27.0,496.0,-859.0,1385.0,-44.0,2
-664.0,557.0,24.0,489.0,1313.0,1533.0,727.0,434.0,588.0,1137.0,51.0,1092.0,1229.0,-1196.0,968.0,-189.0,-3.0,-598.0,116.0,2656.0,2
