% %  Source:
% %
% %  D. Lucas (ddlucas .at. alum.mit.edu), Lawrence Livermore National Laboratory
% %  R. Klein (rklein .at. astron.berkeley.edu), Lawrence Livermore National Laboratory & U.C. Berkeley
% %  J. Tannahill (tannahill1 .at. llnl.gov), Lawrence Livermore National Laboratory
% %  D. Ivanova (ivanova2 .at. llnl.gov), Lawrence Livermore National Laboratory
% %  S. Brandon (brandon1 .at. llnl.gov), Lawrence Livermore National Laboratory
% %  D. Domyancic (domyancic1 .at. llnl.gov), Lawrence Livermore National Laboratory
% %  Y. Zhang (zhang24 .at. llnl.gov), Lawrence Livermore National Laboratory
% %
% %  This data was constructed using LLNL's UQ Pipeline, was created under the auspices
% %  of the US Department of Energy by Lawrence Livermore National Laboratory under
% %  Contract DE-AC52-07NA27344, was funded by LLNL's Uncertainty Quantification Strategic
% %  Initiative Laboratory Directed Research and Development Project under tracking code
% %  10-SI-013, and is released under UCRL number LLNL-MISC-633994.
% %
% %  Data Set Information:
% %
% %  This dataset contains records of simulation crashes encountered during climate model
% %  uncertainty quantification (UQ) ensembles.
% %
% %  Ensemble members were constructed using a Latin hypercube method in LLNL's UQ Pipeline
% %  software system to sample the uncertainties of 18 model parameters within the Parallel
% %  Ocean Program (POP2) component of the Community Climate System Model (CCSM4).
% %
% %  Three separate Latin hypercube ensembles were conducted, each containing 180 ensemble
% %  members. 46 out of the 540 simulations failed for numerical reasons at combinations
% %  of parameter values.
% %
% %  The goal is to use classification to predict simulation outcomes (fail or succeed) from
% %  input parameter values, and to use sensitivity analysis and feature selection to
% %  determine the causes of simulation crashes.
% %
% %  Further details about the data and methods are given in the publication 'Failure Analysis
% %  of Parameter-Induced Simulation Crashes in Climate Models,' Geoscientific Model
% %  Development ([Web Link]).
% %
% %  Attribute Information:
% %
% %  The goal is to predict climate model simulation outcomes (column 21, fail or succeed)
% %  given scaled values of climate model input parameters (columns 3-20).
% %
% %  Column 1: Latin hypercube study ID (study 1 to study 3)
% %
% %  Column 2: simulation ID (run 1 to run 180)
% %
% %  Columns 3-20: values of 18 climate model parameters scaled in the interval [0, 1]
% %
% %  Column 21: simulation outcome (0 = failure, 1 = success)
@RELATION climate-simulation-craches

@ATTRIBUTE V1 NUMERIC
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE V9 NUMERIC
@ATTRIBUTE V10 NUMERIC
@ATTRIBUTE V11 NUMERIC
@ATTRIBUTE V12 NUMERIC
@ATTRIBUTE V13 NUMERIC
@ATTRIBUTE V14 NUMERIC
@ATTRIBUTE V15 NUMERIC
@ATTRIBUTE V16 NUMERIC
@ATTRIBUTE V17 NUMERIC
@ATTRIBUTE V18 NUMERIC
@ATTRIBUTE V19 NUMERIC
@ATTRIBUTE V20 NUMERIC
@ATTRIBUTE Class {1, 2}

@DATA
2.0,4.0,470.0,0.870845,0.674137,0.206964,0.470478,0.957069,0.254233,0.592758,0.87137,0.088517,0.709924,0.038213,0.351378,0.253013,0.765091,0.264139,0.951246,0.977918,1
1.0,176.0,74.0,0.138629,0.455829,0.846745,0.810821,0.708167,0.914299,0.317887,0.324561,0.839184,0.92657,0.386575,0.962915,0.712883,0.293581,0.665544,0.900744,0.797435,2
3.0,74.0,361.0,0.669827,0.085315,0.685547,0.28571,0.781274,0.39925,0.440348,0.1027,0.818302,0.181932,0.069679,0.268566,0.149036,0.293398,0.580914,0.937522,0.661928,2
1.0,63.0,401.0,0.741596,0.781656,0.03342,0.239747,0.149745,0.405233,0.937797,0.063071,0.034082,0.633758,0.31937,0.992912,0.408746,0.385854,0.55443,0.455547,0.250476,1
2.0,79.0,4.0,0.00625,0.688058,0.438594,0.514715,0.308177,0.590764,0.587743,0.357531,0.50406,0.893615,0.390113,0.522634,0.179817,0.657983,0.589527,0.754801,0.564575,2
2.0,118.0,222.0,0.411071,0.833445,0.24432,0.305401,0.121227,0.648148,0.414485,0.405929,0.823791,0.565738,0.968573,0.486068,0.017614,0.374522,0.855736,0.306999,0.012072,2
1.0,80.0,524.0,0.969022,0.815632,0.56121,0.778106,0.454347,0.918361,0.809918,0.254702,0.419313,0.780902,0.015305,0.432229,0.772509,0.522024,0.077207,0.172865,0.847359,2
2.0,95.0,427.0,0.789472,0.100869,0.076758,0.992931,0.983941,0.204307,0.475561,0.131343,0.893282,0.222072,0.001282,0.310339,0.729815,0.937951,0.802506,0.868053,0.033363,2
2.0,84.0,537.0,0.990519,0.592573,0.593763,0.855545,0.329176,0.284524,0.723086,0.145085,0.473331,0.52303,0.600533,0.724052,0.241928,0.042108,0.536824,0.709044,0.446555,2
2.0,162.0,495.0,0.914178,0.00892,0.88262,0.893571,0.397539,0.02415,0.903143,0.593606,0.379507,0.124151,0.987686,0.312582,0.172815,0.713179,0.465404,0.515306,0.70438,2
2.0,172.0,377.0,0.697239,0.097383,0.280419,0.220381,0.601515,0.802283,0.401805,0.361121,0.62753,0.234686,0.648112,0.599221,0.443711,0.012349,0.825923,0.594634,0.406416,2
3.0,46.0,516.0,0.95453,0.68898,0.616348,0.443069,0.259431,0.832016,0.389383,0.964621,0.999536,0.950661,0.701294,0.742946,0.475039,0.499812,0.278466,0.536052,0.333134,2
1.0,166.0,257.0,0.476314,0.470653,0.198843,0.008154,0.723673,0.66648,0.001681,0.04435,0.32838,0.660104,0.627966,0.725478,0.934689,0.717905,0.492509,0.817087,0.286295,2
3.0,29.0,355.0,0.65599,0.664663,0.4885,0.68674,0.023729,0.468727,0.500727,0.172745,0.382599,0.709073,0.638894,0.458466,0.797317,0.25665,0.137699,0.514724,0.870105,2
2.0,53.0,142.0,0.262537,0.547113,0.563503,0.968181,0.494137,0.977989,0.579348,0.919423,0.579786,0.925751,0.974852,0.647656,0.011924,0.452617,0.428081,0.922735,0.387452,2
2.0,3.0,519.0,0.960458,0.375774,0.887335,0.405682,0.1659,0.695877,0.267805,0.352791,0.482086,0.631642,0.181234,0.357764,0.933785,0.97946,0.547773,0.699415,0.53788,2
2.0,175.0,498.0,0.919701,0.966048,0.445146,0.47502,0.458187,0.798202,0.347031,0.401895,0.420965,0.622295,0.362668,0.260989,0.155537,0.292292,0.241611,0.408275,0.268202,2
2.0,39.0,254.0,0.469075,0.365987,0.328324,0.117893,0.382982,0.390613,0.365673,0.628103,0.344545,0.116492,0.866613,0.977893,0.504014,0.090686,0.890546,0.024072,0.709211,2
1.0,76.0,281.0,0.51829,0.015844,0.039334,0.803373,0.741796,0.904929,0.038076,0.270916,0.661655,0.141962,0.804406,0.478241,0.979943,0.727646,0.347659,0.988853,0.447937,2
2.0,154.0,500.0,0.926149,0.30972,0.821355,0.587963,0.02768,0.257915,0.562256,0.468735,0.443925,0.878535,0.410227,0.473681,0.477524,0.34717,0.650051,0.56269,0.427225,2
1.0,146.0,174.0,0.322154,0.615568,0.008568,0.470757,0.384421,0.882596,0.207159,0.642031,0.182051,0.188467,0.108839,0.298625,0.002509,0.130677,0.098357,0.707488,0.155118,2
1.0,144.0,221.0,0.408844,0.849579,0.489168,0.033935,0.240871,0.34948,0.795265,0.140854,0.039552,0.808244,0.928896,0.305014,0.90972,0.79587,0.331507,0.919558,0.505578,2
1.0,52.0,499.0,0.92563,0.604524,0.30406,0.585937,0.54166,0.894944,0.973058,0.24959,0.776806,0.487479,0.366694,0.094332,0.441679,0.356113,0.694971,0.889775,0.180346,2
3.0,173.0,364.0,0.673382,0.619243,0.367532,0.852842,0.008899,0.496173,0.753665,0.242608,0.672541,0.631908,0.165891,0.985802,0.325517,0.806718,0.068122,0.871482,0.88656,1
3.0,90.0,402.0,0.743969,0.649112,0.544491,0.416503,0.776086,0.954302,0.398114,0.68792,0.181312,0.621873,0.125444,0.197768,0.160262,0.392057,0.101558,0.852994,0.460663,2
1.0,6.0,342.0,0.629026,0.30338,0.813408,0.222817,0.971206,0.609778,0.647804,0.737914,0.440943,0.035982,0.615868,0.017487,0.93232,0.329318,0.954123,0.135379,0.294805,2
1.0,69.0,299.0,0.551353,0.330233,0.699999,0.451201,0.001215,0.515302,0.247204,0.086283,0.294501,0.981731,0.855554,0.221855,0.573423,0.217769,0.50241,0.336716,0.550297,2
3.0,121.0,300.0,0.554926,0.927009,0.732911,0.650768,0.251788,0.934305,0.155318,0.288734,0.629526,0.836605,0.575441,0.70245,0.09618,0.520316,0.861819,0.783295,0.855445,2
3.0,106.0,433.0,0.80386,0.214897,0.810797,0.545249,0.133506,0.106241,0.493509,0.93134,0.656863,0.683598,0.581429,0.872958,0.250007,0.729482,0.124725,0.09796,0.022337,2
3.0,89.0,273.0,0.504645,0.656027,0.42658,0.939808,0.825156,0.349173,0.079023,0.341372,0.242034,0.762286,0.535149,0.434683,0.634563,0.782725,0.027716,0.616586,0.33672,2
2.0,68.0,485.0,0.898676,0.694673,0.319485,0.787094,0.646577,0.18644,0.433246,0.701673,0.780471,0.058863,0.558369,0.778601,0.763673,0.051101,0.301931,0.897348,0.929953,2
1.0,30.0,397.0,0.734772,0.937693,0.89297,0.235562,0.98242,0.532903,0.398452,0.19563,0.898278,0.736031,0.889063,0.978484,0.828647,0.442606,0.452043,0.769883,0.435866,2
2.0,96.0,20.0,0.034884,0.428486,0.868366,0.1317,0.243024,0.425176,0.275614,0.179393,0.817978,0.239688,0.519286,0.032273,0.566691,0.500222,0.294796,0.447885,0.69332,2
3.0,155.0,416.0,0.770086,0.333053,0.034803,0.307772,0.680384,0.174043,0.263835,0.374413,0.330181,0.910594,0.552673,0.479588,0.406325,0.743248,0.243003,0.083429,0.399201,1
2.0,35.0,164.0,0.304298,0.20689,0.937726,0.172137,0.098599,0.276764,0.838234,0.807055,0.767197,0.949863,0.387742,0.704445,0.899291,0.735423,0.753626,0.008823,0.687284,2
1.0,154.0,517.0,0.959262,0.511062,0.171416,0.448644,0.470977,0.171461,0.387675,0.819078,0.145229,0.023652,0.149423,0.827579,0.810977,0.97472,0.312953,0.493811,0.241878,1
3.0,154.0,143.0,0.265167,0.156848,0.638189,0.895853,0.464151,0.219335,0.789061,0.797245,0.510243,0.521727,0.878088,0.277359,0.425738,0.261468,0.880327,0.376963,0.03954,2
1.0,112.0,386.0,0.711905,0.584726,0.005493,0.949542,0.77961,0.128152,0.348697,0.262879,0.342978,0.217988,0.039079,0.515342,0.372668,0.121013,0.174225,0.362146,0.748973,2
3.0,14.0,478.0,0.886196,0.981363,0.494362,0.40807,0.047486,0.80267,0.242502,0.495648,0.975109,0.360292,0.528245,0.959894,0.907571,0.774733,0.685984,0.765799,0.018258,2
3.0,94.0,209.0,0.387461,0.367462,0.885956,0.331908,0.324634,0.474076,0.219718,0.472325,0.049155,0.453751,0.835208,0.601169,0.599525,0.240976,0.017082,0.126065,0.038549,2
2.0,16.0,367.0,0.678216,0.323977,0.350468,0.196893,0.425408,0.369372,0.746437,0.375007,0.660779,0.447702,0.424052,0.613884,0.25961,0.835656,0.452125,0.184532,0.726231,1
1.0,174.0,415.0,0.767923,0.365955,0.859419,0.746208,0.747149,0.959217,0.658293,0.130017,0.030489,0.937647,0.165922,0.063436,0.01281,0.85132,0.833376,0.857848,0.67838,2
2.0,179.0,93.0,0.169965,0.613117,0.699832,0.041022,0.474245,0.942367,0.982912,0.306941,0.924294,0.658944,0.533935,0.300425,0.859507,0.410767,0.266883,0.884219,0.212263,2
1.0,46.0,89.0,0.162145,0.55923,0.888008,0.334936,0.089916,0.466295,0.652753,0.541212,0.475614,0.373546,0.709623,0.613065,0.88466,0.875652,0.549356,0.166465,0.537765,2
3.0,50.0,108.0,0.198645,0.967223,0.82238,0.212541,0.85508,0.75712,0.739449,0.604185,0.411064,0.53211,0.260299,0.081326,0.073426,0.664074,0.373099,0.485273,0.453215,2
2.0,66.0,127.0,0.234274,0.140025,0.784114,0.750818,0.274501,0.792801,0.3111,0.949374,0.189263,0.738725,0.200724,0.839691,0.626214,0.522711,0.610287,0.496147,0.000263,2
2.0,140.0,298.0,0.550204,0.368729,0.083828,0.722388,0.061738,0.672775,0.493664,0.229607,0.971579,0.315048,0.226912,0.202376,0.18899,0.532081,0.783236,0.289565,0.607574,2
2.0,47.0,190.0,0.35111,0.301637,0.46637,0.263121,0.066677,0.14774,0.772106,0.302081,0.037432,0.145174,0.097653,0.061369,0.333053,0.56648,0.434047,0.101332,0.086634,2
2.0,49.0,272.0,0.500745,0.571234,0.181394,0.012043,0.383639,0.405899,0.97369,0.490389,0.386945,0.702082,0.302742,0.962115,0.918081,0.363025,0.632696,0.388587,0.116597,2
2.0,62.0,294.0,0.543549,0.709914,0.714643,0.267494,0.565613,0.860771,0.597583,0.760393,0.797279,0.936349,0.368561,0.098085,0.214706,0.276166,0.571364,0.362373,0.275504,2
2.0,5.0,407.0,0.752122,0.669128,0.703405,0.248705,0.281889,0.603434,0.729505,0.67689,0.276265,0.661212,0.762196,0.071553,0.112864,0.926807,0.155747,0.729612,0.111089,2
3.0,98.0,197.0,0.362367,0.115899,0.580326,0.323671,0.973989,0.860429,0.588071,0.95818,0.218349,0.915916,0.379448,0.736204,0.830642,0.455938,0.47028,0.729021,0.240821,2
3.0,140.0,120.0,0.221762,0.783808,0.833051,0.793031,0.174265,0.720535,0.685132,0.953773,0.895361,0.285696,0.474953,0.153841,0.648685,0.999155,0.037569,0.985053,0.159375,2
3.0,107.0,6.0,0.010779,0.142898,0.273655,0.09901,0.841613,0.959156,0.417963,0.41161,0.596815,0.395218,0.568227,0.347068,0.082677,0.994381,0.203897,0.688989,0.09449,2
1.0,90.0,5.0,0.008994,0.579833,0.75404,0.32492,0.36482,0.093782,0.696464,0.074278,0.816184,0.844058,0.578837,0.099853,0.812297,0.85828,0.604816,0.527396,0.38039,2
2.0,56.0,155.0,0.288051,0.981506,0.334804,0.792427,0.293332,0.778445,0.631523,0.285418,0.402093,0.169961,0.854167,0.128889,0.185076,0.627585,0.81921,0.073643,0.266379,2
1.0,66.0,144.0,0.266649,0.105046,0.92215,0.232658,0.120187,0.022208,0.367209,0.936907,0.595062,0.593229,0.418347,0.331339,0.48161,0.194637,0.763,0.219925,0.233415,2
2.0,17.0,380.0,0.702332,0.783317,0.797254,0.437541,0.995605,0.182079,0.780531,0.00856,0.735173,0.188775,0.043479,0.092223,0.125752,0.246377,0.930186,0.367511,0.752852,2
3.0,157.0,47.0,0.086129,0.078132,0.577491,0.074318,0.063833,0.888078,0.050672,0.165536,0.442086,0.79626,0.645897,0.621261,0.111843,0.305931,0.417176,0.324671,0.265262,2
3.0,139.0,264.0,0.487998,0.680603,0.222154,0.152413,0.534557,0.147748,0.995374,0.257312,0.815221,0.209251,0.076927,0.584152,0.811294,0.44758,0.044397,0.00804,0.194188,2
3.0,27.0,513.0,0.94571,0.557552,0.652853,0.481405,0.931415,0.601884,0.663665,0.24788,0.1665,0.503506,0.404041,0.680003,0.3696,0.378028,0.517706,0.627822,0.601793,1
3.0,145.0,466.0,0.86172,0.540436,0.607324,0.034445,0.298752,0.488501,0.786494,0.237164,0.90949,0.842224,0.334342,0.175898,0.184236,0.143455,0.212444,0.394129,0.495208,2
2.0,151.0,55.0,0.103584,0.261311,0.875934,0.276559,0.824333,0.059703,0.392585,0.848495,0.899856,0.590519,0.02448,0.122579,0.062629,0.916449,0.959477,0.671132,0.558984,2
2.0,34.0,188.0,0.348562,0.351688,0.618197,0.863873,0.104125,0.787316,0.853842,0.827691,0.077507,0.75805,0.504778,0.60307,0.297659,0.969548,0.020838,0.557648,0.526361,2
1.0,109.0,481.0,0.889988,0.809433,0.760867,0.688014,0.26286,0.451783,0.287775,0.621162,0.271075,0.761118,0.734215,0.789958,0.167696,0.333885,0.673367,0.23901,0.078374,1
2.0,109.0,3.0,0.003512,0.405925,0.84852,0.908555,0.040396,0.174568,0.792453,0.049547,0.605617,0.837202,0.241061,0.248626,0.036557,0.029384,0.13911,0.978701,0.359742,2
2.0,40.0,295.0,0.546623,0.828465,0.258335,0.629621,0.073599,0.334935,0.029205,0.264651,0.130113,0.871151,0.21679,0.578395,0.271221,0.416923,0.254057,0.401288,0.039751,1
3.0,82.0,269.0,0.497103,0.948604,0.02059,0.383213,0.334449,0.432313,0.951774,0.201617,0.455883,0.854776,0.952684,0.160813,0.362339,0.500106,0.785982,0.169011,0.358037,2
2.0,55.0,287.0,0.530544,0.465343,0.668566,0.376352,0.354478,0.886331,0.468234,0.636721,0.271263,0.197013,0.808807,0.984926,0.579505,0.354365,0.716597,0.819686,0.507921,2
3.0,84.0,116.0,0.21503,0.307989,0.482187,0.427861,0.20716,0.553084,0.370233,0.308971,0.201916,0.088626,0.172479,0.849745,0.918258,0.166347,0.79038,0.957429,0.275146,2
1.0,133.0,50.0,0.089443,0.920091,0.956945,0.487916,0.497787,0.110469,0.602369,0.548295,0.890843,0.535574,0.398823,0.837027,0.197059,0.661836,0.025352,0.094055,0.113096,2
1.0,17.0,376.0,0.696774,0.702883,0.975636,0.983485,0.031137,0.938889,0.744846,0.752254,0.412524,0.586656,0.941653,0.247466,0.550211,0.229891,0.691478,0.999306,0.647063,2
3.0,96.0,344.0,0.636146,0.03906,0.410246,0.670431,0.226918,0.541579,0.475453,0.843927,0.470439,0.3676,0.271888,0.042874,0.353105,0.465528,0.302191,0.895154,0.583824,2
1.0,64.0,435.0,0.805422,0.388095,0.251939,0.392807,0.088559,0.339881,0.017619,0.600453,0.539978,0.076222,0.350706,0.901758,0.135816,0.256838,0.430275,0.886183,0.943308,2
1.0,138.0,311.0,0.573367,0.654092,0.629329,0.756588,0.84057,0.351817,0.610423,0.835697,0.170628,0.957197,0.458725,0.120797,0.817173,0.785127,0.915192,0.214878,0.527359,2
3.0,86.0,398.0,0.735643,0.855338,0.171813,0.578222,0.807348,0.360502,0.434158,0.145446,0.559503,0.745444,0.51033,0.933249,0.971044,0.401399,0.85751,0.262351,0.2152,2
1.0,119.0,123.0,0.227409,0.001181,0.072295,0.4999,0.141009,0.670044,0.998506,0.030296,0.960573,0.472191,0.873104,0.233497,0.274366,0.267856,0.507357,0.467392,0.934694,2
1.0,58.0,469.0,0.867315,0.436953,0.070029,0.144875,0.199279,0.701177,0.366411,0.96465,0.127939,0.687026,0.971489,0.025957,0.344136,0.099746,0.20724,0.000465,0.949122,1
2.0,11.0,487.0,0.900301,0.849752,0.822852,0.074884,0.45337,0.911466,0.249896,0.042955,0.177047,0.172583,0.794938,0.706795,0.797237,0.139874,0.014108,0.360189,0.577646,2
2.0,148.0,248.0,0.45752,0.79011,0.921124,0.624877,0.887696,0.137023,0.653771,0.066509,0.556522,0.747628,0.925942,0.95052,0.941008,0.76787,0.724548,0.839793,0.179926,2
2.0,147.0,283.0,0.523005,0.798929,0.841538,0.745669,0.031099,0.828187,0.168733,0.732975,0.292364,0.596795,0.352576,0.896432,0.96827,0.611854,0.392867,0.804217,0.0317,2
1.0,61.0,388.0,0.718118,0.237976,0.256837,0.290491,0.279041,0.386212,0.065132,0.884029,0.43073,0.723415,0.52296,0.692042,0.57857,0.750851,0.809193,0.930044,0.054707,2
1.0,51.0,13.0,0.023074,0.665626,0.967062,0.378128,0.336371,0.821557,0.911618,0.788944,0.827207,0.492424,0.566999,0.634461,0.069407,0.514058,0.3193,0.430015,0.304843,2
1.0,75.0,328.0,0.608293,0.168283,0.676352,0.013716,0.81918,0.541494,0.493468,0.180408,0.612112,0.465531,0.90226,0.631584,0.099089,0.542684,0.163613,0.816358,0.711909,2
3.0,42.0,312.0,0.573524,0.095015,0.71987,0.419416,0.907753,0.916851,0.801225,0.765017,0.952547,0.496672,0.72135,0.723742,0.643234,0.940283,0.172638,0.500734,0.917848,2
3.0,88.0,538.0,0.997759,0.580561,0.679121,0.530227,0.184133,0.400308,0.354162,0.311699,0.958506,0.675266,0.218502,0.448845,0.306672,0.625189,0.657674,0.249816,0.703758,1
3.0,54.0,493.0,0.913333,0.030111,0.239701,0.169016,0.218677,0.577773,0.907804,0.909329,0.140226,0.540142,0.817774,0.200534,0.400532,0.586138,0.796112,0.4742,0.050116,2
3.0,111.0,132.0,0.242807,0.15059,0.671245,0.20174,0.494233,0.699953,0.992705,0.502457,0.823624,0.559883,0.854714,0.616452,0.659111,0.542818,0.402036,0.97844,0.493382,2
3.0,91.0,60.0,0.109777,0.698126,0.454252,0.993736,0.525773,0.646887,0.27006,0.934843,0.213641,0.809507,0.931963,0.094877,0.50071,0.767443,0.237058,0.567888,0.73944,2
1.0,29.0,131.0,0.24067,0.830739,0.021991,0.99855,0.294418,0.71617,0.41555,0.921415,0.139468,0.069256,0.981448,0.205876,0.194218,0.501133,0.181758,0.691084,0.615791,2
2.0,139.0,349.0,0.646315,0.214829,0.913768,0.508741,0.249935,0.054798,0.02396,0.932713,0.844023,0.683191,0.336407,0.054896,0.491034,0.881147,0.458098,0.242479,0.810463,2
2.0,174.0,434.0,0.804059,0.932293,0.106162,0.455306,0.846732,0.400992,0.195847,0.151588,0.910066,0.972228,0.259964,0.587138,0.840564,0.780018,0.66637,0.217803,0.866516,2
3.0,78.0,102.0,0.186962,0.910796,0.992334,0.101733,0.895132,0.964271,0.545864,0.351184,0.779268,0.419017,0.669962,0.074572,0.708265,0.234523,0.44172,0.6381,0.612671,2
3.0,68.0,236.0,0.436108,0.235593,0.132019,0.125237,0.291405,0.766114,0.658932,0.940007,0.022047,0.484213,0.016044,0.709873,0.891154,0.103697,0.048855,0.705171,0.251568,2
2.0,161.0,103.0,0.191087,0.859239,0.894408,0.636306,0.413166,0.905388,0.206392,0.937402,0.705592,0.259377,0.317979,0.004332,0.449815,0.049894,0.441679,0.311615,0.780121,2
3.0,72.0,285.0,0.526142,0.497718,0.896504,0.483844,0.742003,0.078152,0.928038,0.345105,0.294046,0.947577,0.744657,0.788039,0.943871,0.154918,0.678989,0.857967,0.933088,2
3.0,104.0,167.0,0.309017,0.020914,0.555102,0.748378,0.629478,0.822076,0.430754,0.785431,0.97161,0.524643,0.001188,0.887283,0.32049,0.801109,0.829,0.808458,0.500217,2
1.0,152.0,35.0,0.065032,0.447114,0.496247,0.175722,0.721024,0.39187,0.96969,0.105087,0.113305,0.941273,0.222761,0.379013,0.225286,0.8394,0.057976,0.465003,0.278877,2
3.0,16.0,258.0,0.477432,0.014259,0.986932,0.305033,0.481131,0.035891,0.918559,0.485474,0.260316,0.641472,0.018333,0.419681,0.605907,0.561536,0.117172,0.060245,0.508035,2
3.0,71.0,535.0,0.989537,0.604857,0.075946,0.445146,0.762307,0.152026,0.346632,0.591274,0.706563,0.137814,0.050917,0.689476,0.110358,0.385528,0.476556,0.424375,0.814522,2
1.0,40.0,327.0,0.604438,0.491999,0.117148,0.403814,0.591458,0.657343,0.18231,0.654878,0.558982,0.600618,0.03493,0.745948,0.055228,0.951103,0.742371,0.386519,0.784526,2
1.0,157.0,419.0,0.776543,0.486237,0.744385,0.313723,0.512171,0.062068,0.724349,0.506506,0.210257,0.133454,0.247021,0.008627,0.302427,0.562475,0.850439,0.782446,0.670899,2
1.0,111.0,11.0,0.017452,0.922932,0.727869,0.594623,0.704475,0.92507,0.170789,0.648957,0.002015,0.696646,0.917204,0.181028,0.05678,0.572946,0.735757,0.259847,0.966721,2
3.0,119.0,44.0,0.082138,0.524093,0.185385,0.634563,0.71508,0.879807,0.718923,0.759477,0.937703,0.227864,0.454189,0.325995,0.728359,0.756271,0.19605,0.38021,0.729447,2
2.0,89.0,99.0,0.181215,0.785057,0.677276,0.838844,0.159211,0.030116,0.22188,0.575561,0.435147,0.429959,0.147092,0.871213,0.139551,0.586808,0.041774,0.627038,0.382205,2
2.0,126.0,417.0,0.772143,0.99725,0.19409,0.496495,0.047236,0.464068,0.69678,0.786436,0.454626,0.933071,0.08063,0.223052,0.423735,0.755844,0.398337,0.733834,0.660656,2
3.0,169.0,231.0,0.427444,0.67486,0.441125,0.010247,0.611472,0.207812,0.141454,0.515505,0.962352,0.727905,0.744073,0.569558,0.862871,0.977891,0.298733,0.428299,0.382302,2
1.0,104.0,27.0,0.04927,0.759216,0.66452,0.774061,0.863979,0.596792,0.87942,0.587873,0.212854,0.309701,0.588191,0.671851,0.437921,0.083007,0.878178,0.106693,0.085559,2
2.0,2.0,171.0,0.314261,0.027817,0.273993,0.346503,0.004312,0.881765,0.21636,0.450945,0.095488,0.267655,0.121657,0.080504,0.589393,0.176874,0.471762,0.763559,0.319652,2
2.0,38.0,308.0,0.570111,0.813367,0.113996,0.571116,0.721916,0.85472,0.465594,0.072664,0.216751,0.58102,0.073181,0.969762,0.337096,0.908716,0.837053,0.792422,0.722053,2
1.0,88.0,496.0,0.917951,0.570038,0.466117,0.112735,0.926429,0.257335,0.125265,0.426803,0.995409,0.028072,0.300612,0.011346,0.606609,0.69664,0.444892,0.521262,0.732127,2
3.0,166.0,475.0,0.877839,0.266809,0.584363,0.161049,0.676496,0.782776,0.30658,0.672788,0.885593,0.220332,0.304689,0.655297,0.153824,0.944977,0.736424,0.596704,0.713909,1
1.0,16.0,168.0,0.310913,0.909293,0.719117,0.433167,0.997142,0.231382,0.771589,0.593069,0.109139,0.215117,0.051819,0.293526,0.751845,0.922481,0.606573,0.318209,0.718854,2
3.0,73.0,447.0,0.826922,0.406354,0.833845,0.365578,0.26832,0.968614,0.563184,0.293683,0.372078,0.073879,0.130735,0.914075,0.130585,0.423131,0.695344,0.460285,0.05565,1
2.0,164.0,280.0,0.516743,0.298101,0.045373,0.959063,0.678892,0.21183,0.504324,0.125985,0.039068,0.685455,0.627277,0.074464,0.196378,0.790059,0.108334,0.141191,0.907472,2
2.0,88.0,48.0,0.087101,0.178027,0.526604,0.486632,0.035692,0.482287,0.822262,0.111025,0.722831,0.559079,0.577277,0.668652,0.539847,0.551917,0.76815,0.663375,0.631904,2
1.0,162.0,371.0,0.688366,0.148453,0.345999,0.520858,0.961267,0.08406,0.470789,0.788637,0.659405,0.248957,0.990095,0.425995,0.293008,0.619823,0.113544,0.035988,0.047556,2
3.0,138.0,440.0,0.815713,0.86475,0.198484,0.467957,0.373931,0.927327,0.796815,0.584406,0.23491,0.812185,0.318824,0.208368,0.684942,0.951587,0.509948,0.942886,0.385212,2
2.0,23.0,16.0,0.029222,0.576373,0.662361,0.051234,0.200652,0.092808,0.642329,0.058716,0.204501,0.03736,0.397835,0.565633,0.696778,0.810641,0.111824,0.742433,0.665292,2
1.0,24.0,442.0,0.81787,0.54848,0.98325,0.475169,0.672255,0.198055,0.27025,0.453985,0.725451,0.653351,0.099092,0.369056,0.252057,0.426083,0.381708,0.775821,0.561838,2
1.0,62.0,303.0,0.560968,0.048323,0.809189,0.93097,0.786757,0.06894,0.73003,0.78207,0.202449,0.279106,0.372409,0.412649,0.647268,0.679132,0.899989,0.803917,0.025171,2
3.0,9.0,29.0,0.053059,0.06701,0.209778,0.595623,0.887355,0.291494,0.283637,0.548213,0.620599,0.644506,0.759736,0.715822,0.192596,0.849593,0.305854,0.277056,0.403976,2
2.0,142.0,28.0,0.05222,0.881688,0.36662,0.206338,0.179638,0.897458,0.848829,0.656592,0.651868,0.671425,0.727243,0.214327,0.406808,0.263345,0.888439,0.088818,0.987806,2
1.0,36.0,235.0,0.436049,0.668261,0.995955,0.109089,0.034916,0.264479,0.992529,0.700669,0.410696,0.000419,0.309555,0.73163,0.699517,0.143323,0.24972,0.129111,0.82339,2
2.0,12.0,162.0,0.299489,0.069461,0.767205,0.350732,0.391613,0.350758,0.995809,0.925927,0.110182,0.293152,0.168423,0.687818,0.484838,0.86518,0.503913,0.189353,0.190576,2
